Title,Catalog Number,Specifications,Price,Stock Status,Description,Link
Ciemny szary szer.160cm,17," Oferujemy Państwu tkaninę jednobarwną , która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",13.00,10 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/ciemny-szary-szer160cm/1404
Ciemny Turkus szer. 160 cm,21," nr katalogowy: 21     Oferujemy Państwu ntkaniną jednobarwna starannie wykonaną. Idealnie nadaje się na pościel, zabawki , maty, namioty itp.   Specyfikacja : skład : bawełna szerokość: 160 cm ( +/- 5 % ) gramatura : 125 g/ m2 produkcja : import Zalecenia : prać w temperaturze 30 oC, nhie wybielać   Cena dityczy 1 mb (+/- 2 cm )",13.00,13 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/ciemny-turkus-szer-160-cm/1863
Cyber zwierzaki na niebieskim,946," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2c",12.50,50 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/cyber-zwierzaki-na-niebieskim/2870
Cyber zwierzaki na szarości,947," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2c",12.50,50 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/cyber-zwierzaki-na-szarosci/2871
Cyrk - niebieski,892," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",9.00,20 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/cyrk-niebieski/2408
Cyrk róż retro,893,"Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.70,27 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/cyrk-roz-retro/2407
Czarna szer. 160 cm,27,"Oferujemy Państwu bawełnę jednobarwną , która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska  Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)    ",13.00,23 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/czarna-szer-160-cm/1482
Czarna szerokość 220,""," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",14.00,10 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/czarna-szerokosc-220/2738
Czarne koty na bieli,665," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.70,"12.7 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/czarne-koty-na-bieli/1542
Czarne koty z serduszkiem na białym tle,51,"Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2c)",12.50,50 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/czarne-koty-z-serduszkiem-na-bialym-tle/127
Czerwona świąteczna szer. 160 cm,28," Oferujemy Państwu tkaninę jednobarwną , która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",13.00,40 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/czerwona-swiateczna-szer-160-cm/1399
Czerwone kwiaty na bieli  szer.220 cm,1632,"nr. katalogowy: 1632    Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",15.00,44 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/czerwone-kwiaty-na-bieli-szer220-cm/2306
Czerwone kwiaty na bieli szer.160cm,1632," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",11.00,"11 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/czerwone-kwiaty-na-bieli-szer160cm/2452
Czerwone kwiaty na szarości szer.220,1664," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,20 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/czerwone-kwiaty-na-szarosci-szer220/2852
Delikatne kwiatki na bieli,1752," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,"12.5 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/delikatne-kwiatki-na-bieli/2591
Delikatne motylki róż,196," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,49 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/delikatne-motylki-roz/2706
Delikatne motylki żółty,197," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,44 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/delikatne-motylki-zolty/2705
Dino i żółw w tipi,649," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,19 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/dino-i-zolw-w-tipi/2474
Dinozaury  kolorowe,245,"  Nr. katalogowy : 245 Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm) ",12.50,8 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/dinozaury-kolorowe/2328
Donaty i lody,151,"Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,"12.5 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/donaty-i-lody/2467
Dorodne granatowe kwiatuszki,160,"  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/dorodne-granatowe-kwiatuszki/2839
"Drewniany pociąg , rakieta, auto",315," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/drewniany-pociag-rakieta-auto/2712
Drobne czerwone kwiatuszki szer.160,1281,"  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,18 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/drobne-czerwone-kwiatuszki-szer160/2837
Drobne granatowe kwiatki na seledynie szer.160,1582," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość: 160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",9.00,100 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/drobne-granatowe-kwiatki-na-seledynie-szer160/2506
Drobne kwiaty na szarości szer.220,1668," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,25 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/drobne-kwiaty-na-szarosci-szer220/2853
Drobne niebieskie kwiatuszki,1807,"   Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,"12.5 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/drobne-niebieskie-kwiatuszki/2722
Duże kwiaty na ecru szer.220,1654," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",15.00,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/duze-kwiaty-na-ecru-szer220/2847
Duże szerokie kwiaty szer.160,1848,"  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/duze-szerokie-kwiaty-szer160/2866
Duże zielone kwiaty,1849," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",14.00,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/duze-zielone-kwiaty/2846
Duży kwiat wiśni na czarnym szer.220,1476," nr katalogowy: 1476 Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",14.00,4 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/duzy-kwiat-wisni-na-czarnym-szer220/2155
Ecru szer.160cm,3," Oferujemy Państwu tkaninę jednobarwną , która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska  Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,58 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/ecru-szer160cm/1381
Egzotyczny kwiat na czerni,1536," nr katalogowy1536    Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,"12.5 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/egzotyczny-kwiat-na-czerni/2307
Elegancka piwonia na ecru szert.220,1575," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość: 220cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",15.00,50 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/elegancka-piwonia-na-ecru-szert220/2640
Eukaliptus granat liście na bieli szer.160,1857,"  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/eukaliptus-granat-liscie-na-bieli-szer160/2867
Eukaliptus granat liście na bieli szer.220,1857," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",15.00,50 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/eukaliptus-granat-liscie-na-bieli-szer220/2752
Eukaliptus liście na bieli szer.160cm,1033,"Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,20 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/eukaliptus-liscie-na-bieli-szer160cm/2398
Eukaliptus liście na bieli szer.220,1033," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",15.00,28 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/eukaliptus-liscie-na-bieli-szer220/2495
